"","study","country","ageGroup","framing","itemSet","subid","dateOfTest","durationOfTest","gender","religion","repeated","comments","sequence","phase","trialNum","factCat","factSub","factText","questionCat","questionSub","questionText","response"
"3399","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3400","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"3401","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3402","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3403","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",-1.5
"3404","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",-1.5
"3405","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",-1.5
"3406","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-1.5
"3407","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",-1.5
"3408","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-1.5
"3409","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
"3410","4","india","adults","do you think...?","cb1","R_3aX22R1bHzi91el",2014-06-25 18:34:00,15,"male","hinduism","yes",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3411","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"3412","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3413","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3414","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",-0.5
"3415","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",0.5
"3416","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",-0.5
"3417","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",0.5
"3418","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"3419","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-0.5
"3420","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-0.5
"3421","4","india","adults","do you think...?","cb1","R_5AbshrqOP4ZBpVr",2014-06-25 20:42:00,8,"female","hinduism","no","no","4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3422","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",-0.5
"3423","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3424","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"3425","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",-1.5
"3426","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",1.5
"3427","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",-1.5
"3428","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",0.5
"3429","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",1.5
"3430","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-0.5
"3431","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",1.5
"3432","4","india","adults","do you think...?","cb1","R_5gSVXvZuZRlq0cJ",2014-06-25 18:53:00,2,"male","hinduism","no",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3433","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3434","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3435","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3436","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",1.5
"3437","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",0.5
"3438","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",0.5
"3439","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-0.5
"3440","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",-0.5
"3441","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",0.5
"3442","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",0.5
"3443","4","india","adults","do you think...?","cb1","R_5yzrsVnLB4J9mNT",2014-06-25 18:29:00,5,"male","christianity","no",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3444","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"3445","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",-0.5
"3446","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3447","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",1.5
"3448","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",-0.5
"3449","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",0.5
"3450","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",1.5
"3451","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",-0.5
"3452","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",0.5
"3453","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",1.5
"3454","4","india","adults","do you think...?","cb1","R_8w85BuWY7Je5TiB",2014-06-26 00:41:00,2,"female","hinduism","no","This study was interesting.","4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3455","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3456","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3457","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3458","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",-1.5
"3459","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",-0.5
"3460","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",-1.5
"3461","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-1.5
"3462","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"3463","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-1.5
"3464","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
"3465","4","india","adults","do you think...?","cb1","R_9nIPDuuzn0o5dPf",2014-06-25 23:52:00,3,"male","islam","no","interesting, thanks","4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",0.5
"3466","4","india","adults","do you think...?","cb1","R_9uwpT96V3nnOlM1",2014-06-25 20:53:00,4,"female","hinduism","no","No thanks!","4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3467","4","india","adults","do you think...?","cb1","R_9uwpT96V3nnOlM1",2014-06-25 20:53:00,4,"female","hinduism","no","No thanks!","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
